Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text,Translation
Neapolitan,Gemini 2.5 - flash,literature,"Secondo 'o testo, che rraporta 'o Priatorio?","o Priatorio è 'o ritratto 'e na Monarchia iusta, pecchè è veramente Monarchia Cattoleca.","Secondo il testo, cosa rappresenta il Purgatorio?","Il Purgatorio è il ritratto di una Monarchia giusta, perché è veramente Monarchia Cattolica.","⁠'O Nfierno 'e Dante non è autro che 'o ritratto d''o Nfierno 'e chisto munno quanno l'abbitante suoie vanno contro a 'e llegge d''o Stato, accideno, arrobbano, scannano, tradisceno, e chisto è Nfierno; 'o Priatorio è 'o ritratto 'e na Monarchia iusta, pecchè è veramente Monarchia Cattoleca. ⁠Dante dinto a 'o Nfierno vò accoietà ll'ire d''e popole, predecanno 'a Pace; dinto a 'o Priatorio vò portà sti popole a 'a dipennenzia d''e llegge 'e Dio e d''a terra, predecanno 'e Birtù e 'a moralità; dinto a 'o Paraviso 'e vò portà a 'a dipennenzia assoluta 'e Dio, predecanno 'a Fede.","#Testo tradotto#
L'Inferno di Dante non è altro che il ritratto dell'Inferno di questo mondo quando i suoi abitanti vanno contro le leggi dello Stato, uccidono, rubano, sgozzano, tradiscono, e questo è Inferno; il Purgatorio è il ritratto di una Monarchia giusta, perché è veramente Monarchia Cattolica. Dante nell'Inferno vuole acquietare le ire dei popoli, predicando la Pace; nel Purgatorio vuole portare questi popoli alla dipendenza dalle leggi di Dio e della terra, predicando le Virtù e la moralità; nel Paradiso li vuole portare alla dipendenza assoluta da Dio, predicando la Fede."
Neapolitan,Gemini 2.5 - flash,literature,"Qual è 'o scopo 'e Dante dinto 'o Nfierno, siconno 'o testo?","Dante dinto a 'o Nfierno vò accoietà ll'ire d''e popole, predecanno 'a Pace.","Qual è lo scopo di Dante nell'Inferno, secondo il testo?","Dante nell'Inferno vuole acquietare le ire dei popoli, predicando la Pace.","⁠'O Nfierno 'e Dante non è autro che 'o ritratto d''o Nfierno 'e chisto munno quanno l'abbitante suoie vanno contro a 'e llegge d''o Stato, accideno, arrobbano, scannano, tradisceno, e chisto è Nfierno; 'o Priatorio è 'o ritratto 'e na Monarchia iusta, pecchè è veramente Monarchia Cattoleca. ⁠Dante dinto a 'o Nfierno vò accoietà ll'ire d''e popole, predecanno 'a Pace; dinto a 'o Priatorio vò portà sti popole a 'a dipennenzia d''e llegge 'e Dio e d''a terra, predecanno 'e Birtù e 'a moralità; dinto a 'o Paraviso 'e vò portà a 'a dipennenzia assoluta 'e Dio, predecanno 'a Fede.","#Testo tradotto#
L'Inferno di Dante non è altro che il ritratto dell'Inferno di questo mondo quando i suoi abitanti vanno contro le leggi dello Stato, uccidono, rubano, sgozzano, tradiscono, e questo è Inferno; il Purgatorio è il ritratto di una Monarchia giusta, perché è veramente Monarchia Cattolica. Dante nell'Inferno vuole acquietare le ire dei popoli, predicando la Pace; nel Purgatorio vuole portare questi popoli alla dipendenza dalle leggi di Dio e della terra, predicando le Virtù e la moralità; nel Paradiso li vuole portare alla dipendenza assoluta da Dio, predicando la Fede."
Neapolitan,Gemini 3 pro - preview,literature,Che facette 'a brutta saracina subbito dopo ca 'a palummella se ne vulaje?,s'arrampecaje 'ncopp'a ll'arbe',Cosa fece la brutta saracena subito dopo che la ragazza volò via?,Si arrampicò sull'albero.,"Ma 'a goccia 'e sanghe appena tuccaje terra addeventaje na palummella ca llà pe' llà se ne vulaje. 'A brutta saracina, allora, s'arrampecaje 'ncopp'a ll'arbe'. Turnaje 'o figlio d”o re cu' 'a carrozza, e comme 'a verette dicette:
 Ire 'janca comm”o latte e rossa comm”o sanghe. Comm'è ca si' addeventata accussì nera? E 'a brutta saracina rispunnette:
 E' venuto fore 'o sole, e m'ha cagnato culore. E 'o figlio d”o re:
 E comm'è ca hè cagnato voce? E essa:
 E' venuto fore 'o viento, e m'ha cagnato parlamento. Ma ire accussì bella e mò si' accussì brutta! E essa:
 E' venuta pur”a brezza, e m'ha cagnato 'a bellezza! Basta, isso 'a facette sagli' 'ncarrozza e 'a purtaje a palazzo.","#Testo tradotto#
Ma la goccia di sangue appena toccò terra divenne una farfallina che subito volò via. La brutta saracena, allora, si arrampicò sull'albero. Tornò il figlio del re con la carrozza, e appena la vide disse:
Eri bianca come il latte e rossa come il sangue. Com'è che sei diventata così nera? E la brutta saracena rispose:
È uscito il sole, e mi ha cambiato colore. E il figlio del re:
E com'è che hai cambiato voce? E lei:
È uscito il vento, e mi ha cambiato il modo di parlare. Ma eri così bella e ora sei così brutta! E lei:
È venuta pure la brezza, e mi ha cambiato la bellezza! Alla fine, lui la fece salire in carrozza e la portò a palazzo."
Neapolitan,Gemini 3 pro - preview,literature,Che rispunnette essa quanno 'o figlio d”o re le dumanaje pecché aveva cagnato voce?,"E' venuto fore 'o viento, e m'ha cagnato parlamento",Cosa rispose lei quando il figlio del re le domandò perché aveva cambiato voce?,"È venuto il vento, e mi ha cambiato il modo di parlare.","Ma 'a goccia 'e sanghe appena tuccaje terra addeventaje na palummella ca llà pe' llà se ne vulaje. 'A brutta saracina, allora, s'arrampecaje 'ncopp'a ll'arbe'. Turnaje 'o figlio d”o re cu' 'a carrozza, e comme 'a verette dicette:
 Ire 'janca comm”o latte e rossa comm”o sanghe. Comm'è ca si' addeventata accussì nera? E 'a brutta saracina rispunnette:
 E' venuto fore 'o sole, e m'ha cagnato culore. E 'o figlio d”o re:
 E comm'è ca hè cagnato voce? E essa:
 E' venuto fore 'o viento, e m'ha cagnato parlamento. Ma ire accussì bella e mò si' accussì brutta! E essa:
 E' venuta pur”a brezza, e m'ha cagnato 'a bellezza! Basta, isso 'a facette sagli' 'ncarrozza e 'a purtaje a palazzo.","#Testo tradotto#
Ma la goccia di sangue appena toccò terra divenne una farfallina che subito volò via. La brutta saracena, allora, si arrampicò sull'albero. Tornò il figlio del re con la carrozza, e appena la vide disse:
Eri bianca come il latte e rossa come il sangue. Com'è che sei diventata così nera? E la brutta saracena rispose:
È uscito il sole, e mi ha cambiato colore. E il figlio del re:
E com'è che hai cambiato voce? E lei:
È uscito il vento, e mi ha cambiato il modo di parlare. Ma eri così bella e ora sei così brutta! E lei:
È venuta pure la brezza, e mi ha cambiato la bellezza! Alla fine, lui la fece salire in carrozza e la portò a palazzo."
Neapolitan,Gemini 2.5 - flash,wiki,Che tipo 'e scena vene descritta quanno se parla 'e pertuse e 'e l'animale ca ascevano?,D' ogne pertuso 'a lacerta asceva,Che tipo di scena viene descritta quando si parla di buchi e degli animali che uscivano?,Da ogni buco la lucertola usciva.,"D' ogne pertuso 'a lacerta asceva, 
'O toro cu 'a vacca s' accostava, 
'O caperrone cu 'a crapa steva;. Non è 'e Foggia ed è no caparrone 
non è 'e Massa ed ha 'e piede chiatte, 
non è 'e Coglionise ed è cu ll'one.f. Capá vruoccoli e. Allora,. Nun è comme a muglierema che, a' casa, 
quann'io ce vaco cu sti bbracce rotte, 
è capace 'e me 'e' quase ogne notte: 
- Ma comme, sulo ccà nun vuo' scupa'?. Ma po' facennome 'a serenata 
tutt' 'o strumento s'eva scurdato 
e 'o «mi» pruvaie 
a «re» tuccaie 
ma nun fuie capace 
e i' ce 'o cantaie st'atu rechie e pace. Nun te puó maje fidà, fatte capace! Fatte capace: aje voglia ca sî ffino 
'a vita te fa scemo, si 'e piace .","#Testo tradotto#
Da ogni buco la lucertola usciva,
Il toro con la vacca si avvicinava,
Il caprone con la capra stava;.
Non è di Foggia ed è un caprone
non è di Massa e ha i piedi piatti,
non è di Coglionise ed è con gli ""oni"" (con i coglioni). Capisci i broccoletti e. Allora,.
Non è come mia moglie che, a casa,
quando io ci vado con queste braccia rotte,
è capace di farmelo pesare quasi ogni notte:
- Ma come, solo qui non vuoi spazzare?.
Ma poi facendomi la serenata
tutto lo strumento si era scordato
e provò il «mi»
e toccò il «re»
ma non fu capace
e io gli cantai quest'altro: ""orecchie e pace"".
Non ti puoi mai fidare, renditi conto!
Renditi conto: per quanto tu possa essere astuto
la vita ti rende sciocco, se le piace.
#Testo tradotto#"
Neapolitan,Gemini 2.5 - flash,wiki,O testo ce dice na cosa 'e sta persona: nun è 'e Foggia. E allura che cos'è?,Non è 'e Foggia ed è no caparrone,Il testo ci dice una cosa di questa persona: non è di Foggia. E allora che cos'è?,Non è di Foggia ed è un testone.,"D' ogne pertuso 'a lacerta asceva, 
'O toro cu 'a vacca s' accostava, 
'O caperrone cu 'a crapa steva;. Non è 'e Foggia ed è no caparrone 
non è 'e Massa ed ha 'e piede chiatte, 
non è 'e Coglionise ed è cu ll'one.f. Capá vruoccoli e. Allora,. Nun è comme a muglierema che, a' casa, 
quann'io ce vaco cu sti bbracce rotte, 
è capace 'e me 'e' quase ogne notte: 
- Ma comme, sulo ccà nun vuo' scupa'?. Ma po' facennome 'a serenata 
tutt' 'o strumento s'eva scurdato 
e 'o «mi» pruvaie 
a «re» tuccaie 
ma nun fuie capace 
e i' ce 'o cantaie st'atu rechie e pace. Nun te puó maje fidà, fatte capace! Fatte capace: aje voglia ca sî ffino 
'a vita te fa scemo, si 'e piace .","#Testo tradotto#
Da ogni buco la lucertola usciva,
Il toro con la vacca si avvicinava,
Il caprone con la capra stava;.
Non è di Foggia ed è un caprone
non è di Massa e ha i piedi piatti,
non è di Coglionise ed è con gli ""oni"" (con i coglioni). Capisci i broccoletti e. Allora,.
Non è come mia moglie che, a casa,
quando io ci vado con queste braccia rotte,
è capace di farmelo pesare quasi ogni notte:
- Ma come, solo qui non vuoi spazzare?.
Ma poi facendomi la serenata
tutto lo strumento si era scordato
e provò il «mi»
e toccò il «re»
ma non fu capace
e io gli cantai quest'altro: ""orecchie e pace"".
Non ti puoi mai fidare, renditi conto!
Renditi conto: per quanto tu possa essere astuto
la vita ti rende sciocco, se le piace.
#Testo tradotto#"
Neapolitan,Gemini 2.5 - flash,wiki,"A proposeto d'a mugliera e d'o marito ca fatica, cosa succede spisso a casa quanno isso tene 'e bbracce rotte?","Nun è comme a muglierema che, a' casa, quann'io ce vaco cu sti bbracce rotte, è capace 'e me 'e' quase ogne notte: - Ma comme, sulo ccà nun vuo' scupa'?","A proposito della moglie e del marito che lavora, cosa succede spesso a casa quando lui ha le braccia rotte?","Non è come mia moglie che, a casa, quando io ci vado con queste braccia rotte, è capace di chiedermi quasi ogni notte: - Ma come, solo qui non vuoi spazzare?","D' ogne pertuso 'a lacerta asceva, 
'O toro cu 'a vacca s' accostava, 
'O caperrone cu 'a crapa steva;. Non è 'e Foggia ed è no caparrone 
non è 'e Massa ed ha 'e piede chiatte, 
non è 'e Coglionise ed è cu ll'one.f. Capá vruoccoli e. Allora,. Nun è comme a muglierema che, a' casa, 
quann'io ce vaco cu sti bbracce rotte, 
è capace 'e me 'e' quase ogne notte: 
- Ma comme, sulo ccà nun vuo' scupa'?. Ma po' facennome 'a serenata 
tutt' 'o strumento s'eva scurdato 
e 'o «mi» pruvaie 
a «re» tuccaie 
ma nun fuie capace 
e i' ce 'o cantaie st'atu rechie e pace. Nun te puó maje fidà, fatte capace! Fatte capace: aje voglia ca sî ffino 
'a vita te fa scemo, si 'e piace .","#Testo tradotto#
Da ogni buco la lucertola usciva,
Il toro con la vacca si accostava,
Il caprone con la capra stava;. Non è di Foggia ed è un testone,
non è di Massa ed ha i piedi piatti,
non è di Coglionise ed è con le unghie.f. Perdere tempo e. Allora,. Non è come mia moglie che, a casa,
quando io ci vado con queste braccia rotte (stanco),
è capace di rinfacciarmi quasi ogni notte:
- Ma come, solo qui non vuoi spazzare?.
Ma poi facendomi la serenata
tutto lo strumento si era dimenticato
e il «mi» provò
a «re» toccò
ma non fu capace
e io glielo cantai (per ottenere) quest'altra pace e quiete.
Non ti puoi mai fidare, renditi conto! Renditi conto: è inutile che tu sia così astuto
la vita ti rende sciocco, se le piace."
Neapolitan,Gemini 2.5 - flash,wiki,"Che ammonimento finale ce vene dato 'a 'o testo, a proposito d'a vita e d'a scemenza, pure si nuje simmo 'e ""fino""?","Fatte capace: aje voglia ca sî ffino 'a vita te fa scemo, si 'e piace .","Che ammonimento finale ci viene dato dal testo, a proposito della vita e della stupidità, anche se noi siamo dei ""fini""?","Renditi conto: per quanto tu possa essere ""fino"", la vita ti fa scemo, se le piace.","D' ogne pertuso 'a lacerta asceva, 
'O toro cu 'a vacca s' accostava, 
'O caperrone cu 'a crapa steva;. Non è 'e Foggia ed è no caparrone 
non è 'e Massa ed ha 'e piede chiatte, 
non è 'e Coglionise ed è cu ll'one.f. Capá vruoccoli e. Allora,. Nun è comme a muglierema che, a' casa, 
quann'io ce vaco cu sti bbracce rotte, 
è capace 'e me 'e' quase ogne notte: 
- Ma comme, sulo ccà nun vuo' scupa'?. Ma po' facennome 'a serenata 
tutt' 'o strumento s'eva scurdato 
e 'o «mi» pruvaie 
a «re» tuccaie 
ma nun fuie capace 
e i' ce 'o cantaie st'atu rechie e pace. Nun te puó maje fidà, fatte capace! Fatte capace: aje voglia ca sî ffino 
'a vita te fa scemo, si 'e piace .","#Testo tradotto#
Da ogni buco la lucertola usciva,
Il toro con la vacca si accostava,
Il caprone con la capra stava;. Non è di Foggia ed è un testone,
non è di Massa ed ha i piedi piatti,
non è di Coglionise ed è con le unghie.f. Perdere tempo e. Allora,. Non è come mia moglie che, a casa,
quando io ci vado con queste braccia rotte (stanco),
è capace di rinfacciarmi quasi ogni notte:
- Ma come, solo qui non vuoi spazzare?.
Ma poi facendomi la serenata
tutto lo strumento si era dimenticato
e il «mi» provò
a «re» toccò
ma non fu capace
e io glielo cantai (per ottenere) quest'altra pace e quiete.
Non ti puoi mai fidare, renditi conto! Renditi conto: è inutile che tu sia così astuto
la vita ti rende sciocco, se le piace."
Neapolitan,Gemini 2.5 - flash,wiki,"Si putisse spiegà, che sarrìa 'o bbacànte 'i nàtica?",U bbacànte 'i nàtica è nu taglio 'e carne vaccina.,"Potresti spiegare, cos'è il 'bacante di natica'?",Il 'bacante di natica' è un taglio di carne bovina.,"""Si cerca cu 'o spruoccolo 
da Puorto a 'e Mannise, 
da l'Uorto d''o Conte a 'o Baglivo, 
e da 'e Straolà a 'o Pennino,. Oh viato chi nasce a sto destino! De 'a Bagliva fecelo agozino.. è puosto pe decreto 
'ncoppa a no ciuccio comm'a babione,. E torna no Dettore babbione, 
Si tu, che nce puoie tanto cu 'e Muse 
Che 'n capo t' hanno puosto doie corone, 
Nce 'o carrìje, e 'o faie 'ntrà pone. Te credìje quann' era anchione,. Uocchi chini e 
mmani vacànte.. Capa vacànte.. U bbacànte 'i nàtica è 
nu taglio 'e carne vaccina. Svuotà: sbacantá.. Baccalà cu 'a sauza e perzì fritto 
Te portava, e 'e zeppole annascuso,. Uh mannaggia 'o baccalà 
Chi t'è muorto oi mamma ma' 
puozza scula' 
puozza schiatta' 
puozz'j' cercanno 'a carità. a 'e otto a 'e otto. Mmiezo â piazzetta nu ballómmo 
s'è appiccicáto cu na femmina..""","#Testo tradotto#
Si cerca con cura, fin nei minimi dettagli,
da Porto alle Mannise,
dall'Orto del Conte al Baglivo,
e dalle Straolà al Pennino. Oh beato chi nasce a questo destino!
Dalla Bagliva lo fecero aguzzino...
è posto per decreto
sopra un asino come un allocco.
E torna un Dottore sciocco,
Se tu, che puoi tanto con le Muse
che in capo ti hanno posto due corone,
ce lo trasporti, e lo fai abbeverare.
Ti credevo quando eri robusto.
Occhi pieni e mani vuote.
Testa vuota.
Il 'bacante di natica' è un taglio di carne bovina.
Svuotare: sbacantare.
Baccalà con la salsa e persino fritto
ti portava, e le zeppole di nascosto.
Uh, maledetto il baccalà!
Chi ti è morto, oh mamma mia!
possa prosciugarsi,
possa scoppiare,
possa andare in giro a chiedere l'elemosina.
Alle otto, alle otto.
In mezzo alla piazzetta un energumeno
si è azzuffato con una donna."
Neapolitan,Gemini 2.5 - flash,wiki,"Cosa è succiesso mmiezo â piazzetta, ncopp'a na rissa?",Mmiezo â piazzetta nu ballómmo s'è appiccicáto cu na femmina..,"Cosa è successo in mezzo alla piazzetta, durante una rissa?",In mezzo alla piazzetta un balordo si è attaccato con una donna.,"""Si cerca cu 'o spruoccolo 
da Puorto a 'e Mannise, 
da l'Uorto d''o Conte a 'o Baglivo, 
e da 'e Straolà a 'o Pennino,. Oh viato chi nasce a sto destino! De 'a Bagliva fecelo agozino.. è puosto pe decreto 
'ncoppa a no ciuccio comm'a babione,. E torna no Dettore babbione, 
Si tu, che nce puoie tanto cu 'e Muse 
Che 'n capo t' hanno puosto doie corone, 
Nce 'o carrìje, e 'o faie 'ntrà pone. Te credìje quann' era anchione,. Uocchi chini e 
mmani vacànte.. Capa vacànte.. U bbacànte 'i nàtica è 
nu taglio 'e carne vaccina. Svuotà: sbacantá.. Baccalà cu 'a sauza e perzì fritto 
Te portava, e 'e zeppole annascuso,. Uh mannaggia 'o baccalà 
Chi t'è muorto oi mamma ma' 
puozza scula' 
puozza schiatta' 
puozz'j' cercanno 'a carità. a 'e otto a 'e otto. Mmiezo â piazzetta nu ballómmo 
s'è appiccicáto cu na femmina..""","#Testo tradotto#
Si cerca con cura, fin nei minimi dettagli,
da Porto alle Mannise,
dall'Orto del Conte al Baglivo,
e dalle Straolà al Pennino. Oh beato chi nasce a questo destino!
Dalla Bagliva lo fecero aguzzino...
è posto per decreto
sopra un asino come un allocco.
E torna un Dottore sciocco,
Se tu, che puoi tanto con le Muse
che in capo ti hanno posto due corone,
ce lo trasporti, e lo fai abbeverare.
Ti credevo quando eri robusto.
Occhi pieni e mani vuote.
Testa vuota.
Il 'bacante di natica' è un taglio di carne bovina.
Svuotare: sbacantare.
Baccalà con la salsa e persino fritto
ti portava, e le zeppole di nascosto.
Uh, maledetto il baccalà!
Chi ti è morto, oh mamma mia!
possa prosciugarsi,
possa scoppiare,
possa andare in giro a chiedere l'elemosina.
Alle otto, alle otto.
In mezzo alla piazzetta un energumeno
si è azzuffato con una donna."
Neapolitan,Gemini 2.5 - flash,wiki,"Ncopp'a che tema ha scritto 'o libbro l'autore, seconno chello ca dice 'o testo?",io aggio scritto nu libbro addó se stùria comme s'ha dda prununzià e scrìvere 'a lenga napulitana.,"Su quale argomento l'autore ha scritto il libro, secondo quanto riportato dal testo?",Ho scritto un libro in cui si studia come pronunciare e scrivere la lingua napoletana.,"Affonzo 'e liguori - amico leietore Amico leietore, nun te voglio arravuglià cu 'e bbelle parole. Io voglio èssere chiaro cu tte, pecché 'a verità è ffatta pe ll'amice. Tu hê 'a sapé ca io aggio scritto nu libbro addó se stùria comme s'ha dda prununzià e scrìvere 'a lenga napulitana. Mo, pe ffà vedé comme io penzo ch'avesse 'a èssere na bona scrittura d''o nnapulitano aggio scritto cchiù 'e nu cunto, pigliànnelo ntra 'e cunte che tantu tiempo fa screvette Asoppe. Ma po' aggio penzato ca putesse èssere na cosa meglia scrive', ma sciué sciué, 'e fatte cchiù mpurtante d''a vita 'e nu napulitano comme a nnuie. Pienza pure ca 'stu napulitano è ccunusciuto 'ntutto 'o munno, ma nisciuno fino a mmo ha scritto ncopp'a isso quaccosa 'int''a lenga nosta. Isso 'o pparlava 'o nnapulitano; 'o ssaccio, pecché pure isso ha scritto certi ppuosie napulitane.","#Testo tradotto#
Mettiamo da parte i fronzoli - amico lettore. Amico lettore, non ti voglio confondere con le belle parole. Io voglio essere chiaro con te, perché la verità è fatta per gli amici. Tu devi sapere che io ho scritto un libro dove si studia come si deve pronunciare e scrivere la lingua napoletana. Ora, per far vedere come io penso che dovrebbe essere una buona scrittura del napoletano, ho scritto più di un racconto, prendendolo tra i racconti che tanto tempo fa scrisse Esopo. Ma poi ho pensato che potesse essere una cosa migliore scrivere, ma in modo semplice, i fatti più importanti della vita di un napoletano come noi. Pensa pure che questo napoletano è conosciuto in tutto il mondo, ma nessuno fino ad ora ha scritto su di lui qualcosa nella nostra lingua. Lui lo parlava il napoletano; lo so, perché anche lui ha scritto certe poesie napoletane."
Neapolitan,Gemini 2.5 - flash,wiki,Comme sape l'autore ca 'stu napulitano famoso parlasse 'o dialetto?,"Isso 'o pparlava 'o nnapulitano; 'o ssaccio, pecché pure isso ha scritto certi ppuosie napulitane.",Come fa l'autore a sapere che questo famoso napoletano parlava il dialetto?,"Lui parlava il napoletano; lo so, perché anche lui ha scritto alcune poesie in napoletano.","Affonzo 'e liguori - amico leietore Amico leietore, nun te voglio arravuglià cu 'e bbelle parole. Io voglio èssere chiaro cu tte, pecché 'a verità è ffatta pe ll'amice. Tu hê 'a sapé ca io aggio scritto nu libbro addó se stùria comme s'ha dda prununzià e scrìvere 'a lenga napulitana. Mo, pe ffà vedé comme io penzo ch'avesse 'a èssere na bona scrittura d''o nnapulitano aggio scritto cchiù 'e nu cunto, pigliànnelo ntra 'e cunte che tantu tiempo fa screvette Asoppe. Ma po' aggio penzato ca putesse èssere na cosa meglia scrive', ma sciué sciué, 'e fatte cchiù mpurtante d''a vita 'e nu napulitano comme a nnuie. Pienza pure ca 'stu napulitano è ccunusciuto 'ntutto 'o munno, ma nisciuno fino a mmo ha scritto ncopp'a isso quaccosa 'int''a lenga nosta. Isso 'o pparlava 'o nnapulitano; 'o ssaccio, pecché pure isso ha scritto certi ppuosie napulitane.","#Testo tradotto#
Mettiamo da parte i fronzoli - amico lettore. Amico lettore, non ti voglio confondere con le belle parole. Io voglio essere chiaro con te, perché la verità è fatta per gli amici. Tu devi sapere che io ho scritto un libro dove si studia come si deve pronunciare e scrivere la lingua napoletana. Ora, per far vedere come io penso che dovrebbe essere una buona scrittura del napoletano, ho scritto più di un racconto, prendendolo tra i racconti che tanto tempo fa scrisse Esopo. Ma poi ho pensato che potesse essere una cosa migliore scrivere, ma in modo semplice, i fatti più importanti della vita di un napoletano come noi. Pensa pure che questo napoletano è conosciuto in tutto il mondo, ma nessuno fino ad ora ha scritto su di lui qualcosa nella nostra lingua. Lui lo parlava il napoletano; lo so, perché anche lui ha scritto certe poesie napoletane."
Neapolitan,Gemini 2.5 - flash,wiki,"Secondo 'a regola proposta p'a scrittura, comm'aggia scrìvere 'e cconzunante?",cu na sola cunzunante quanno chesta se trova nnante a na parola e ccu ddoie quanno chesta sta ddint'â parola,"Secondo la regola proposta per la scrittura, come devo scrivere le consonanti?",con una sola consonante quando questa si trova davanti a una parola e con due quando questa sta dentro la parola,"Tèccate quacche asempio: Giesù, Giuseppe e Mmaria, Maria Reggina [ggiesù, ggiusèpp e mmarìe, maria reggìne] Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrive' cu na sola cunzunante quanno chesta se trova nnante a na parola e ccu ddoie quanno chesta sta ddint'â parola Terza règola Certi pparole se pronùnziano cu 'a primma cunzunante doppia. 'E vvì ccanno (nu' sso' ttutte quante): ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba. Mo tèccate quacche asempio: Ccà ssotto, cchiù fforte, rrobba vecchia. Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrìvere chesti pparole sempe ccu ddoie cunzunante. Quarta règola Certi pparole fanno adduppià 'a primma cunzunante d''a parola che vvene doppo. 'E vvì ccanno (nu' sso' ttutte quante): ccà, che, cchiù, cu, llà, pe, so', accussì, sto', Matre , Patre. Tèccate quacche asempio: Cchiù ddinto, Patre Ttannoia.","#Testo tradotto#
Ecco qualche esempio: Gesù, Giuseppe e Maria, Maria Regina [ggiesù, ggiusèpp e mmarìe, maria reggìne]. Per quello che ci importa per la scrittura, io propongo di scrivere con una sola consonante quando questa si trova davanti a una parola e con due quando questa sta dentro la parola. Terza regola: Certe parole si pronunciano con la prima consonante doppia. Le vedi qui (non sono tutte quante): qui, più, Chiesa, Dio, due, là, lì, loro, ne, re, roba. Ora ecco qualche esempio: Qui sotto, più forte, roba vecchia. Per quello che ci importa per la scrittura, io propongo di scrivere queste parole sempre con due consonanti. Quarta regola: Certe parole fanno raddoppiare la prima consonante della parola che viene dopo. Le vedi qui (non sono tutte quante): qui, che, più, con, là, per, sono, così, sto, Madre, Padre. Ecco qualche esempio: Più dentro, Padre Tannoia."
Neapolitan,Gemini 2.5 - flash,wiki,Quali so' quacche asempio 'e pparole ca se pronùnziano cu 'a primma cunzunante doppia?,"ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba",Quali sono alcuni esempi di parole che si pronunciano con la prima consonante doppia?,"ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba","Tèccate quacche asempio: Giesù, Giuseppe e Mmaria, Maria Reggina [ggiesù, ggiusèpp e mmarìe, maria reggìne] Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrive' cu na sola cunzunante quanno chesta se trova nnante a na parola e ccu ddoie quanno chesta sta ddint'â parola Terza règola Certi pparole se pronùnziano cu 'a primma cunzunante doppia. 'E vvì ccanno (nu' sso' ttutte quante): ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba. Mo tèccate quacche asempio: Ccà ssotto, cchiù fforte, rrobba vecchia. Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrìvere chesti pparole sempe ccu ddoie cunzunante. Quarta règola Certi pparole fanno adduppià 'a primma cunzunante d''a parola che vvene doppo. 'E vvì ccanno (nu' sso' ttutte quante): ccà, che, cchiù, cu, llà, pe, so', accussì, sto', Matre , Patre. Tèccate quacche asempio: Cchiù ddinto, Patre Ttannoia.","#Testo tradotto#
Ecco qualche esempio: Gesù, Giuseppe e Maria, Maria Regina [ggiesù, ggiusèpp e mmarìe, maria reggìne]. Per quello che ci importa per la scrittura, io propongo di scrivere con una sola consonante quando questa si trova davanti a una parola e con due quando questa sta dentro la parola. Terza regola: Certe parole si pronunciano con la prima consonante doppia. Le vedi qui (non sono tutte quante): qui, più, Chiesa, Dio, due, là, lì, loro, ne, re, roba. Ora ecco qualche esempio: Qui sotto, più forte, roba vecchia. Per quello che ci importa per la scrittura, io propongo di scrivere queste parole sempre con due consonanti. Quarta regola: Certe parole fanno raddoppiare la prima consonante della parola che viene dopo. Le vedi qui (non sono tutte quante): qui, che, più, con, là, per, sono, così, sto, Madre, Padre. Ecco qualche esempio: Più dentro, Padre Tannoia."
