Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Sicilian,Gemini 2.5 - flash,wiki,"Chi succedìu a Canepa, Rusanu e Lu Giudice?","Lu stissu Canepa, nzèmmula a dui giùvini militanti, Rusanu e Lu Giudice, fu ammazzatu vicinu Rannazzu nti un scontru chî Carabbineri la matina dû 17 di giugnu 1945, n circustanzi ca ancora nun sunnu chiari.","Cosa successe a Canepa, Rosano e Lu Giudice?","Lo stesso Canepa, insieme a due giovani militanti, Rosano e Lu Giudice, fu ucciso vicino Randazzo in uno scontro con i Carabinieri la mattina del 17 giugno 1945, in circostanze che ancora non sono chiare.","Nta stu cuntestu nascìu lu bannitu Sarvaturi Giulianu, comu tanti autri criminali siciliani (si va a nutari ca certi mafiusi cummattìru puru dintra li ranghi dû MIS), abbrazzò di tuttu lu cori la causa di na Sicilia siparata di l'Italia; vista comu na nazzioni ca pi cchiù di menzu sèculu non avìa pututu dari nenti a l'isula, ma sulu pigghiàrila. A criazzioni ri EVIS nun fu pubbricamenti sustinùta dô MIS, infatti fu cuntrariata di certuni dî sò capi, comu Antuninu Varvaru, puru iddu di sinistra. L'esistenza di l'EVIS fu spiegata comu na risposta â criscenti ""riprissioni culuniali taliana"". Lu stissu Canepa, nzèmmula a dui giùvini militanti, Rusanu e Lu Giudice, fu ammazzatu vicinu Rannazzu nti un scontru chî Carabbineri la matina dû 17 di giugnu 1945, n circustanzi ca ancora nun sunnu chiari."
Sicilian,Gemini 2.5 - flash,wiki,"Pî nazziunalisti siciliani, chi rapprisenta l'autucuvernu pi lu pòpulu sicilianu?",l'autucuvernu è na vucazzioni naturali dû pòpulu sicilianu,"Per i nazionalisti siciliani, cosa rappresenta l'autogoverno per il popolo siciliano?",l'autogoverno è una vocazione naturale del popolo siciliano,"Pî nazziunalisti siciliani l'autucuvernu è na vucazzioni naturali dû pòpulu sicilianu, comu tistimonia l'estensiva autunumìa cunciduta â Sicilia pi tutta la sò storia e pirìudi di nnipinnenza tutali. La pruspittiva dî nazziunalisti siciliani pi l'Italia è chidda di n'unioni di nazzioni lìbbiri, na visioni ripigghiata tra l'àutri di Micheli Amari chi, pû sò currettu funziunamentu, avi a assicurari cumpreta autunumìa ê sò pòpuli. Chistu, chinni, porta a na dura crìtica di l'epilugu dû Risurgimentu talianu, vistu comu un tradimentu di l'idiali urigginali spustati duranti la Rivuluzzioni nnipinnintista siciliana dû 1848. Frammenti di nazziunalismu sicilianu, di natura cchiù sucialista, ripigghianu la tradizzioni dî Fasci Siciliani di travagghiaturi comu strumentu pi l'emancipazzioni. N'àutra petra miliari di sta currenti pulìtica è l'avversioni totali versu l'associazzioni criminali Cosa Nostra e versu qualegghiè urganizzazzioni 'n stili mafiusu."
Sicilian,Gemini 2.5 - flash,wiki,Chi pusizzioni hannu li nazziunalisti siciliani versu l'urganizzazzioni criminali comu Cosa Nostra?,l'avversioni totali versu l'associazzioni criminali Cosa Nostra e versu qualegghiè urganizzazzioni 'n stili mafiusu,Che posizione hanno i nazionalisti siciliani verso le organizzazioni criminali come Cosa Nostra?,l'avversione totale verso l'associazione criminale Cosa Nostra e verso qualunque organizzazione in stile mafioso,"Pî nazziunalisti siciliani l'autucuvernu è na vucazzioni naturali dû pòpulu sicilianu, comu tistimonia l'estensiva autunumìa cunciduta â Sicilia pi tutta la sò storia e pirìudi di nnipinnenza tutali. La pruspittiva dî nazziunalisti siciliani pi l'Italia è chidda di n'unioni di nazzioni lìbbiri, na visioni ripigghiata tra l'àutri di Micheli Amari chi, pû sò currettu funziunamentu, avi a assicurari cumpreta autunumìa ê sò pòpuli. Chistu, chinni, porta a na dura crìtica di l'epilugu dû Risurgimentu talianu, vistu comu un tradimentu di l'idiali urigginali spustati duranti la Rivuluzzioni nnipinnintista siciliana dû 1848. Frammenti di nazziunalismu sicilianu, di natura cchiù sucialista, ripigghianu la tradizzioni dî Fasci Siciliani di travagghiaturi comu strumentu pi l'emancipazzioni. N'àutra petra miliari di sta currenti pulìtica è l'avversioni totali versu l'associazzioni criminali Cosa Nostra e versu qualegghiè urganizzazzioni 'n stili mafiusu."
Sicilian,Gemini 2.5 - flash,wiki,"Quannu e di cui fu pubbricatu l'album pi la prima vota nnî Stati Uniti, e cu quali particularitati?",ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track,"Quando e da chi fu pubblicato l'album per la prima volta negli Stati Uniti, e con quali particolarità?",Nel 1991 negli Stati Uniti dalla Hollywood Records con l'aggiunta di due bonus track,"L'album fu pubbricatu prima ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track, nzècutu ntô 1994 dâ Parlophone (senza arcuni traccia bonus) e nfini ntô 2011 rimastirizzatu 'n furmatu diggitali dâIslann Records / Universal Records e distribuitu 'n dui edizzioni:
Durata tutali: 44:14
Bonus tracks (riedizioni CD du 1991 da Hollywood Records)
Bonus EP (riedizioni CD du 2011 ri Islann Records / Universal Records)
Durata tutali: 22:27
Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968. Scrissi a canzuni cu na chitarra spagnùola e pinzò ri canciari lu titulu e lu coru cchiù tardu, ma a Freddie Mercury piaciu e accussì arristò na ddu modu. Lu branu è pricirutu, na prima parti, da na parti ri chitarra ca ricorda a canzuni “White Man”, chinni da un minutu ri intro strumintali."
Sicilian,Gemini 2.5 - flash,wiki,"Unni e quannu fu cumposta la canzuni ""Tie Your Mother Down"", e qual'era l'occupazzioni di May a ddu tempu?","Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968.","Dove e quando fu composta la canzone ""Tie Your Mother Down"", e qual era l'occupazione di May a quel tempo?","Tie Your Mother Down fu scritta a Tenerife, quando May stava lavorando al suo dottorato di ricerca in Astronomia all'inizio del 1968.","L'album fu pubbricatu prima ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track, nzècutu ntô 1994 dâ Parlophone (senza arcuni traccia bonus) e nfini ntô 2011 rimastirizzatu 'n furmatu diggitali dâIslann Records / Universal Records e distribuitu 'n dui edizzioni:
Durata tutali: 44:14
Bonus tracks (riedizioni CD du 1991 da Hollywood Records)
Bonus EP (riedizioni CD du 2011 ri Islann Records / Universal Records)
Durata tutali: 22:27
Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968. Scrissi a canzuni cu na chitarra spagnùola e pinzò ri canciari lu titulu e lu coru cchiù tardu, ma a Freddie Mercury piaciu e accussì arristò na ddu modu. Lu branu è pricirutu, na prima parti, da na parti ri chitarra ca ricorda a canzuni “White Man”, chinni da un minutu ri intro strumintali."
Sicilian,Gemini 2.5 - flash,wiki,"Di quali film nun fa parti la canzuni ""A Kinn of Magic""",A canzuni nun fa parti ru film Highlanner - L'ultimu immortali,"Di quale film non fa parte la canzone ""A Kinn of Magic""",La canzone non fa parte del film Highlander - L'ultimo immortale,"A canzuni nun fa parti ru film Highlanner - L'ultimu immortali, ma fu utilizzatu 'n n'avutru film du 1986 Iron Eagle. A Kinn of Magic fu scrittu ra Roger Taylor, a battuata «a kinn of magic» (na speci ri magia) è usata no film. Sta battuta impressionò assai Roger Taylor ca addicidiu ri usarla comu tema cintrali na nova canzuni. Sunnu prisenti riferimenti a lu film no testu: «one prize, one goal» (un premiu, un unicu ntentu); «no mortal man» (nuddu omu mortali); «there can be only one» (ni po' ristari sulu unu), Taylor scrissi a melodia e l'accordi pi la versione ru film. Freddie Mercury fici na nova parti ri bassu, agghiunciu break strumintali e canciò lu finali ra canzuni. Furunu Mercury e David Richards a prudurri sta nova versioni, poi misa nall'album “A Kinn of Magic”. A traccia originali ri Taylor mmeci fu usata sulu pu film."
Sicilian,Gemini 2.5 - flash,wiki,Cui fùrunu li prudutturi dâ nova virsioni dâ canzuni,Furunu Mercury e David Richards a prudurri sta nova versioni,Chi furono i produttori della nuova versione della canzone,Furono Mercury e David Richards a produrre questa nuova versione,"A canzuni nun fa parti ru film Highlanner - L'ultimu immortali, ma fu utilizzatu 'n n'avutru film du 1986 Iron Eagle. A Kinn of Magic fu scrittu ra Roger Taylor, a battuata «a kinn of magic» (na speci ri magia) è usata no film. Sta battuta impressionò assai Roger Taylor ca addicidiu ri usarla comu tema cintrali na nova canzuni. Sunnu prisenti riferimenti a lu film no testu: «one prize, one goal» (un premiu, un unicu ntentu); «no mortal man» (nuddu omu mortali); «there can be only one» (ni po' ristari sulu unu), Taylor scrissi a melodia e l'accordi pi la versione ru film. Freddie Mercury fici na nova parti ri bassu, agghiunciu break strumintali e canciò lu finali ra canzuni. Furunu Mercury e David Richards a prudurri sta nova versioni, poi misa nall'album “A Kinn of Magic”. A traccia originali ri Taylor mmeci fu usata sulu pu film."
Sicilian,Gemini 2.5 - flash,wiki,Quali eranu li pèrditi subbuti duranti lu naufraggiu di l'ammiragghiu Andrìa Doria ntô 1551?,Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru.,Quali furono le perdite subite durante il naufragio dell'ammiraglio Andrea Doria nel 1551?,Le perdite furono molte: morirono più di mille uomini e quasi tutte le navi affondarono.,"Lu 14 di giugnettu dû 1551, jornu nta cui l'ammiragghiu ginuvisi Andrìa Doria naufragau câ sò flotta a picca migghia di l'ìsula di Lampidusa. Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru. La flotta a l'òrdini d'Andrìa Doria si stava diriggennu ntâ zona cumprisa ntra Monastir e Djerba pi scunfìggiri lu pirata Dragut (Draguttu), ca dittava la propia supranìa supra ddu trattu di mari, attaccannu li galioni n trànzutu ntô Miditirràniu cintrali. Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”. Ntô 1783 n'epidimìa di pesti, arrivata cu quarchi navi, fà vìttimi ntra la pupulazzioni. Un mèdicu famusu, Antoniu Corsi, veni mannatu dâ Sicilia pi dibbillari la malatìa. Ntô giru d'un annu l'òpira dû Corsi s'accabba."
Sicilian,Gemini 2.5 - flash,wiki,"Ntô 1630, cui cuncidìu a Giuliu Tomasi di Lampidusa d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”?",Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”.,"Nel 1630, chi concesse a Giulio Tomasi di Lampedusa di assumere il titolo di ""Principe di Lampedusa""?","Nel 1630 a Giulio Tomasi di Lampedusa venne concesso da Carlo II di Spagna di assumere il titolo di ""Principe di Lampedusa"".","Lu 14 di giugnettu dû 1551, jornu nta cui l'ammiragghiu ginuvisi Andrìa Doria naufragau câ sò flotta a picca migghia di l'ìsula di Lampidusa. Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru. La flotta a l'òrdini d'Andrìa Doria si stava diriggennu ntâ zona cumprisa ntra Monastir e Djerba pi scunfìggiri lu pirata Dragut (Draguttu), ca dittava la propia supranìa supra ddu trattu di mari, attaccannu li galioni n trànzutu ntô Miditirràniu cintrali. Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”. Ntô 1783 n'epidimìa di pesti, arrivata cu quarchi navi, fà vìttimi ntra la pupulazzioni. Un mèdicu famusu, Antoniu Corsi, veni mannatu dâ Sicilia pi dibbillari la malatìa. Ntô giru d'un annu l'òpira dû Corsi s'accabba."
Sicilian,Gemini 2.5 - flash,wiki,Qual è lu ducumentu stòricu cchiù anticu ca ammìntuva lu nomu di Licata?,"Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti",Qual è il documento storico più antico che menziona il nome di Licata?,"Il documento più antico che menziona il nome di Licata è l'atto di donazione da parte di Ruggero d'Altavilla a Gerlando, vescovo di Girgenti.","Licata è dividuta a est dû cumuni di Vutera dû turrenti Cantigagghiuni, ca sfocia ntê lucalitati Punta Dui Rocchi. Lu centru abbitatu è pusizziunatu ô lìmmiti uccidintali dû Golfu di Gela, e è dispostu a contra na cullina ditta 'A Muntagna. Lu liturali, sibbeni signatu nta vari parti di l'edificazzioni sarvaggia di l'anni '70 e '80, sarva li sò caràttari di naturalitati ca nni fannu unu dî cchiù beddi di tutta la costa miridiunali dâ Sicilia, supratuttu pi lu canciàrisi d'ammienti rinusi e rucciusi carattarizzati dâ prisenza di pratarìi granni di Posidonia Oceanica. Lu nomu Licata ntê vari sèculi appi n'evuluzzioni particulari. Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti, unni la citati veni nnicata cu l'appillativu di Limpiadum."
Sicilian,Gemini 2.5 - flash,wiki,Cu quali appillativu vinìa nnicata la citati ntô ducumentu di dunazzioni di Ruggeru d'Altavilla?,Limpiadum,Con quale appellativo veniva indicata la città nel documento di donazione di Ruggero d'Altavilla?,Limpiadum,"Licata è dividuta a est dû cumuni di Vutera dû turrenti Cantigagghiuni, ca sfocia ntê lucalitati Punta Dui Rocchi. Lu centru abbitatu è pusizziunatu ô lìmmiti uccidintali dû Golfu di Gela, e è dispostu a contra na cullina ditta 'A Muntagna. Lu liturali, sibbeni signatu nta vari parti di l'edificazzioni sarvaggia di l'anni '70 e '80, sarva li sò caràttari di naturalitati ca nni fannu unu dî cchiù beddi di tutta la costa miridiunali dâ Sicilia, supratuttu pi lu canciàrisi d'ammienti rinusi e rucciusi carattarizzati dâ prisenza di pratarìi granni di Posidonia Oceanica. Lu nomu Licata ntê vari sèculi appi n'evuluzzioni particulari. Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti, unni la citati veni nnicata cu l'appillativu di Limpiadum."
Sicilian,Gemini 2.5 - flash,wiki,Chi abbinimenti purtaru a un mpuvirimentu prugrissivu dû tirritoriu di Licata?,Prima la guerra e doppu la crisi dû sùrfiru,Quali avvenimenti portarono a un impoverimento progressivo del territorio di Licata?,Prima la guerra e dopo la crisi dello zolfo.,"Prima la guerra e doppu la crisi dû sùrfiru (di qualitati òttima, ma ca li carattirìstichi mpunìanu lu mpiegu di tècchinichi d'estrazzioni divinuti picca cumpititivi), purtaru a un mpuvirimentu prugrissivu dû tirritoriu, signannu na svolta n senzu nigativu pî cunnizzioni ecunòmichi ginirali, ca ammuttau tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela. Pi furtuna, macari cu na situazzioni ecunòmica strammata e un sviluppu edilizziu nun rigulatu ntê pirifirìi (suprattuttu tra l'anni '70 e '80), Licata sarvau na granni parti dû sò patrimoniu artìsticu, munumintali e naturali, ca oi custituisci la sò ricchizza cchiù granni."
Sicilian,Gemini 2.5 - flash,wiki,A unni ammuttau a emigrari tanti licatisi la svolta n senzu nigativu dî cunnizzioni ecunòmichi ginirali?,"tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela.",Dove spinse ad emigrare molti licatesi la svolta in senso negativo delle condizioni economiche generali?,"Molti licatesi a emigrare verso il nord dell'Italia e verso altri Paesi, soprattutto in Germania, Belgio e Francia e, dall'altra parte dell'oceano, negli Stati Uniti, in Argentina e in Venezuela.","Prima la guerra e doppu la crisi dû sùrfiru (di qualitati òttima, ma ca li carattirìstichi mpunìanu lu mpiegu di tècchinichi d'estrazzioni divinuti picca cumpititivi), purtaru a un mpuvirimentu prugrissivu dû tirritoriu, signannu na svolta n senzu nigativu pî cunnizzioni ecunòmichi ginirali, ca ammuttau tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela. Pi furtuna, macari cu na situazzioni ecunòmica strammata e un sviluppu edilizziu nun rigulatu ntê pirifirìi (suprattuttu tra l'anni '70 e '80), Licata sarvau na granni parti dû sò patrimoniu artìsticu, munumintali e naturali, ca oi custituisci la sò ricchizza cchiù granni."
Sicilian,Gemini 2.5 - flash,wiki,Chi tipu di canzuni è chidda cumposta e cantata di Roger Taylor e a cui è didicata?,Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili.,Che tipo di canzone è quella composta e cantata da Roger Taylor e a cui è dedicata?,Canzone in stile hard rock composta e cantata da Roger Taylor e dedicata alla sua grande passione per le automobili.,"Dopu lu branu r'apertura, c'è sta nica canzuni. A vuci è filtrata facennu pinzari ca nisceva da lu conu di un grammofono. A differenza ri l'avutri tracci ri l'album, sta canzuni prisenta un impiantu assai facili e swing. Lu chianuforti saltellanti, l'atmosfera ri Londra ri fini ottucentu, mettinu a nuru i putinzialità ra vuci ri Freddie Mercury. Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili. L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica. A canzuni è lu tipicu esempiu ri na pop-ballad rumantica sunata o chianuforti. Pi l'occasioni Deacon sona un chianuforti elettricu, nun assai amatu ra Freddie Mercury ca rifiutò ri sunarlu lassannu lu stissu compitu o bassista. Na caunzi 'n stili folk cumposta e cantata da lu chitarrista ru gruppu, Brian May."
Sicilian,Gemini 2.5 - flash,wiki,Qual è l'unica traccia di l'album cumposta di John Deacon e a cu è didicata?,L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica.,Qual è l'unica traccia dell'album composta da John Deacon e a chi è dedicata?,L'unica traccia dell'album composta da John Deacon; è dedicata alla moglie Veronica.,"Dopu lu branu r'apertura, c'è sta nica canzuni. A vuci è filtrata facennu pinzari ca nisceva da lu conu di un grammofono. A differenza ri l'avutri tracci ri l'album, sta canzuni prisenta un impiantu assai facili e swing. Lu chianuforti saltellanti, l'atmosfera ri Londra ri fini ottucentu, mettinu a nuru i putinzialità ra vuci ri Freddie Mercury. Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili. L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica. A canzuni è lu tipicu esempiu ri na pop-ballad rumantica sunata o chianuforti. Pi l'occasioni Deacon sona un chianuforti elettricu, nun assai amatu ra Freddie Mercury ca rifiutò ri sunarlu lassannu lu stissu compitu o bassista. Na caunzi 'n stili folk cumposta e cantata da lu chitarrista ru gruppu, Brian May."
Sicilian,Gemini 2.5 - flash,wiki,Chi caratteristica hannu li turbini Francis e Kaplan ca garantisci na frichenza di currenti elèttrica custanti?,"li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti.",Che caratteristica hanno le turbine Francis e Kaplan che garantisce una frequenza di corrente elettrica costante?,"Le turbine Francis e Kaplan hanno sistemi di regolazione delle pale, che assicurano una frequenza di corrente elettrica costante.","St' ùrtimu discursu è mpurtanti pi vidiri la putenza di l'impiantu, nfatti la fòrmula dâ putenza n Watt di na turbina idràulica è chista: 

P
=
ρ
⋅
g
⋅
H
⋅
Q
⋅
η

Ortri a èssiri chiù putenti, li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti. Addirittura la Kaplan, ortri a regulari li pali dô distribbutori (attraversu lu cerchiu di Fink), pò macari rigulari la ncrinazzioni dê pali dâ sò èlica, chistu garantisci un rinnimentu di palittatura àutu, pi un campu vastu di giri di rutazzioni. Certi cintrali hannu li turbini rivirsìbbili, zoè si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu )."
Sicilian,Gemini 2.5 - flash,wiki,Chi voli diri quannu si dici ca li turbini sunnu rivirsìbbili?,si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu ).,Cosa significa quando si dice che le turbine sono reversibili?,Si possono trasformare da macchine motrici (turbina) a macchine operatrici (una pompa per esempio).,"St' ùrtimu discursu è mpurtanti pi vidiri la putenza di l'impiantu, nfatti la fòrmula dâ putenza n Watt di na turbina idràulica è chista: 

P
=
ρ
⋅
g
⋅
H
⋅
Q
⋅
η

Ortri a èssiri chiù putenti, li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti. Addirittura la Kaplan, ortri a regulari li pali dô distribbutori (attraversu lu cerchiu di Fink), pò macari rigulari la ncrinazzioni dê pali dâ sò èlica, chistu garantisci un rinnimentu di palittatura àutu, pi un campu vastu di giri di rutazzioni. Certi cintrali hannu li turbini rivirsìbbili, zoè si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu )."
Sicilian,Gemini 2.5 - flash,wiki,Unni s'hannu sparsi l'ebbrei suprattuttu cû jiri dî sèculi?,"s'hannu sparsi suprattuttu 'n Mediu Urienti, 'n Nord Àfrica e 'n Europa",Dove si sono sparsi gli ebrei soprattutto con il passare dei secoli?,"Si sono sparsi soprattutto in Medio Oriente, in Nord Africa e in Europa","Cû jiri dî sèculi, l'ebbrei s'hannu sparsi suprattuttu 'n Mediu Urienti, 'n Nord Àfrica e 'n Europa, macari siddu arcuni cumunitati agghiunceru l'Innia e la Cina. 'N Europa la sò vita fu sempri assai disfìcili, pi vìa dî priggiudizzi e dî misuri discriminatorî ntê cunfrunti di l'ùnica minuranza riliggiusa nun-cristiana, ch'èranu muvuti 'n parti di l'accusa ca l'ebbrei èranu li rispunzàbbili di l'accisioni di Gesù Cristu. Cû tempu si distincheru dui gruppi d'ebbrei: l' ashkenazi, zoè l'ebbrei di l'Europa nord-urintali, e li sifarditi, zoè li discinnenti di l'ebbrei cacciati dâ Spagna (e chinni dâ Sicilia ch'era spagnola) doppu la ricunchista cattòlica, ca s'hannu sparsi 'n tuttu lu bacinu Miditirràniu. Cci sunnu noltri l'ebbrei mizrachi, zoè ""urintali"", ca campàvanu suprattuttu 'n Misuputamia e ntâ Persia, ma a voti videmma iddi vennu chiamati erruniamenti sifarditi."
Sicilian,Gemini 2.5 - flash,wiki,Quali foru li dui gruppi d'ebbrei ca si distincheru cû tempu?,"l' ashkenazi, zoè l'ebbrei di l'Europa nord-urintali, e li sifarditi",Quali furono i due gruppi di ebrei che si distinsero con il tempo?,"Gli Ashkenazi, cioè gli ebrei dell'Europa nord-orientale, e i Sefarditi","Cû jiri dî sèculi, l'ebbrei s'hannu sparsi suprattuttu 'n Mediu Urienti, 'n Nord Àfrica e 'n Europa, macari siddu arcuni cumunitati agghiunceru l'Innia e la Cina. 'N Europa la sò vita fu sempri assai disfìcili, pi vìa dî priggiudizzi e dî misuri discriminatorî ntê cunfrunti di l'ùnica minuranza riliggiusa nun-cristiana, ch'èranu muvuti 'n parti di l'accusa ca l'ebbrei èranu li rispunzàbbili di l'accisioni di Gesù Cristu. Cû tempu si distincheru dui gruppi d'ebbrei: l' ashkenazi, zoè l'ebbrei di l'Europa nord-urintali, e li sifarditi, zoè li discinnenti di l'ebbrei cacciati dâ Spagna (e chinni dâ Sicilia ch'era spagnola) doppu la ricunchista cattòlica, ca s'hannu sparsi 'n tuttu lu bacinu Miditirràniu. Cci sunnu noltri l'ebbrei mizrachi, zoè ""urintali"", ca campàvanu suprattuttu 'n Misuputamia e ntâ Persia, ma a voti videmma iddi vennu chiamati erruniamenti sifarditi."
Sicilian,Gemini 2.5 - flash,wiki,Comu si trasformò Jaci Trizza a partiri di l'Ottucentu e quali foru li primi risurtati dâ nova attivitati?,"Jaci Trizza addivintò sempri cchiù assai paisi di piscatura, ma cu risurtati nun tantu boni, ca la pisca arrinascìa appena a dunari dda cosa pi campari.",Come si trasformò Aci Trezza a partire dall'Ottocento e quali furono i primi risultati della nuova attività?,"Aci Trezza divenne sempre più un paese di pescatori, ma con risultati non molto buoni, perché la pesca riusciva appena a dare il necessario per sopravvivere.","Di l'Ottucentu, scumparennu li maciraturi pi la lavurazzioni di la cànapa, Jaci Trizza addivintò sempri cchiù assai paisi di piscatura, ma cu risurtati nun tantu boni, ca la pisca arrinascìa appena a dunari dda cosa pi campari. Pi casi tuttu lu Novicentu, la pisca arristò la principali attivitati pi li trizzoti ca, ntantu, era addivintata menu puviredda cu la ntruduzzioni di li varchi a muturi e cu li piscarecci sempri cchiù granni. Ammeri la fini di lu '900, mentri lu cummerciu di la pisca jìa ngranninnusi, lu paisi di Trizza si sviluppò nta la custruzzioni di abbitazzioni, spissu a la sanfasò, pi la custruzzioni di arbegghi e tantissimi ""villini"" distinati a li catanisi sempri cchiù attratti di li biddizzi dû paisaggiu."
Sicilian,Gemini 2.5 - flash,wiki,"Versu la fini di lu Novicentu, comu si sviluppò lu paisi di Trizza 'n termini di custruzzioni, e cu era lu pùbblicu a cui eranu distinati sti novi strutturi?","Ammeri la fini di lu '900, mentri lu cummerciu di la pisca jìa ngranninnusi, lu paisi di Trizza si sviluppò nta la custruzzioni di abbitazzioni, spissu a la sanfasò, pi la custruzzioni di arbegghi e tantissimi ""villini"" distinati a li catanisi sempri cchiù attratti di li biddizzi dû paisaggiu.","Verso la fine del Novecento, come si sviluppò il paese di Trezza in termini di costruzioni, e chi era il pubblico a cui erano destinate queste nuove strutture?","Verso la fine del '900, mentre il commercio della pesca andava ingrandendosi, il paese di Trezza si sviluppò nella costruzione di abitazioni, spesso in modo disordinato, per la costruzione di alberghi e tantissimi ""villini"" destinati ai catanesi sempre più attratti dalle bellezze del paesaggio.","Di l'Ottucentu, scumparennu li maciraturi pi la lavurazzioni di la cànapa, Jaci Trizza addivintò sempri cchiù assai paisi di piscatura, ma cu risurtati nun tantu boni, ca la pisca arrinascìa appena a dunari dda cosa pi campari. Pi casi tuttu lu Novicentu, la pisca arristò la principali attivitati pi li trizzoti ca, ntantu, era addivintata menu puviredda cu la ntruduzzioni di li varchi a muturi e cu li piscarecci sempri cchiù granni. Ammeri la fini di lu '900, mentri lu cummerciu di la pisca jìa ngranninnusi, lu paisi di Trizza si sviluppò nta la custruzzioni di abbitazzioni, spissu a la sanfasò, pi la custruzzioni di arbegghi e tantissimi ""villini"" distinati a li catanisi sempri cchiù attratti di li biddizzi dû paisaggiu."
